question,language_code,answer
Qual é o objetivo principal do Regulamento (CE) n.o 1434/2006 da Comissão?,pt,"
O Regulamento (CE) n.o 1434/2006 da Comissão visa fixar as restituições aplicáveis à exportação de produtos transformados à base de cereais e de arroz. Estas restituições compensam a diferença entre os preços no mercado mundial e os preços destes produtos na Comunidade Europeia, promovendo assim as exportações destes produtos e ensuringando um desenvolvimento equilibrado do mercado dos cereais e do arroz dentro da Comunidade."
Qual é o nome do membro suplente nomeado pelo Conselho da União Europeia para o Comité das Regiões em 30 de maio de 2005 e qual é a duração do seu mandato?,pt,"

Johanna Mikl-Leitner foi nomeada membro suplente do Comité das Regiões em 30 de maio de 2005 por um período de cinco anos, que é a duração restante do mandato de Edmund Freibauer, a quem substitui."
Qual é a finalidade do Regulamento (CE) nº 833/96 da Comissão?,pt,"
O Regulamento (CE) nº 833/96 da Comissão altera o Regulamento (CE) nº 2900/95 e introduz uma nova imposição de exportação para os produtos de trigo mole, farinhas de trigo mole e de espelta e de mistura de trigo com centeio, e para os grumos e sêmolas de trigo mole e de espelta, para impedir um fluxo excessivo de exportações devido ao aumento dos preços mundiais do trigo mole. O objetivo é regular o mercado dos cereais na Comunidade Europeia, garantindo que a imposição de exportação se aplica apenas aos certificados de exportação emitidos após 25 de abril de 1996. "
Qual é o prazo para a Alemanha aplicar as medidas estabelecidas pela Comissão para controlar a peste suína clássica no território alemão e como pode a Alemanha autorizar o transporte de porcos para abate fora do seu território?,pt,"

As medidas de protecção devem ser aplicadas pela Alemanha até 15 de Maio de 2006. Em derrogação à regra geral de proibição de expedir suínos do território alemão, a Alemanha pode autorizar o transporte directo de suínos para abate fora do país, desde que os animais tenham permanecido por um período mínimo de 60 dias numa única exploração fora das áreas afectadas e que esta não tenha recebido suínos nos 60 dias anteriores à data de expedição."
Qual é o objetivo da decisão da Comissão de 27 de junho de 1990?,pt,"
Estabelecer o quadro comunitário de apoio para as intervenções estruturais comunitárias na região francesa de Borgonha, ao abrigo do objetivo 5b) do Regulamento do Conselho n.º 2052/88, para o período de 1 de janeiro de 1989 a 31 de dezembro de 1993. "
"Question: Qual é o montante máximo da ajuda para a manteiga concentrada no 17º concurso especial, ao abrigo do Regulamento (CE) n.º 1898/2005?",pt,"

Answer: O montante máximo da ajuda para a manteiga concentrada é de 19,8 EUR por 100 kg."
Qual é o prazo para a apresentação dos primeiros planos e qual é a sua duração?,pt,"

Os primeiros planos devem ser apresentados até 31 de Março de 1989 e abrangem um período que começa em 1 de Janeiro de 1990."
"Quais são os requisitos que os Estados-membros devem impor aos fabricantes para garantir que os veículos possam ser reutilizados, reciclados e valorizados, de acordo com as percentagens mínimas definidas?",pt,"

Os Estados-Membros devem garantir que os fabricantes estabelecerem disposições e procedimentos satisfatórios para gerir correctamente os aspectos relativos à reutilização, reciclagem e valorização potenciais contemplados na directiva. Os fabricantes devem fornecer às autoridades homologadoras todas as informações técnicas necessárias para realizar cálculos e verificações. Eles também devem usar o modelo de ficha de informações definido na directiva quando solicitarem a homologação do veículo."
What is the difference between a Power of Attorney and an Appointment of Enduring Guardian?,pt,"

A Power of Attorney is a legal document that allows someone to appoint another person to act on their behalf and make decisions about their financial and legal affairs. This appointment is typically done when the person assigning the power of attorney (the ""principal"") is still capable of making their own decisions but wants to plan for the future. The powers granted can be very specific or broad and may include managing bank accounts, buying or selling property, or initiating legal proceedings, among other things. 

An Appointment of Enduring Guardian is a similar concept but has a focus on health-related decisions. This document allows an individual (the ""appointer"") to nominate a person or persons to make lifestyle, health, and medical decisions on their behalf. This appointment remains valid even if the appointer becomes incapacitated or loses mental capacity. 

Both documents are essential tools for planning ahead and ensuring that one's wishes are carried out, but they are tailored to different aspects of a person's life: financial and legal matters versus health and medical decisions. "
P: Quem foi nomeado Comandante da Força da União Europeia para a Operação Militar da União Europeia na Bósnia e Herzegovina em 21 de Novembro de 2008?,pt,"

R: O General Stefano Castagnotto."
Question: Qual é o objetivo do Regulamento (CE) n.o 696/2005 da Comissão?,pt,"

Answer: O Regulamento (CE) n.o 696/2005 da Comissão estabelece valores padrão para a importação de certos frutos e produtos hortícolas, a fim de determinar o seu preço de entrada na União Europeia. Estos valores constam no anexo ao regulamento e são usados para calcular os critérios estabelecidos no Regulamento (CE) n.o 3223/94 para a importação deste tipo de produtos."
Quais os auxílios estabelecidos pela Lei nº 25/93 da região da Sicília que a Comissão considera ilegais e incompatíveis com o mercado comum e que a Itália deve recuperar?,pt,
Qual é o objetivo principal do Regulamento (CEE) n.º 1250/78 da Comissão?,pt,"
O objetivo principal do Regulamento (CEE) n.º 1250/78 é modificar o Regulamento (CEE) n.º 1624/76, de modo a que o montante suplementar da ajuda ao leite em pó desnatado desnaturado ou transformado em alimentos compostos para animais noutro Estado-membro seja pago ao transformador em vez do importador. Esta alteração visa garantir que o benefício financeiro é concedido à parte que efetua a transformação do leite em pó, garantindo assim uma maior segurança económica."
Qual é a taxa do direito anti-dumping provisório imposto sobre as importações de silício-metal originário da República Popular da China?,pt,"

A taxa do direito anti-dumping provisório imposto sobre as importações de silício-metal originário da República Popular da China é de 18,7% do preço líquido franco-fronteira comunitária, não desalfandegado."
"Qual é o objetivo principal do Regulamento (CECA, CEE, Euratom) n.o 2615/76 do Conselho?",pt,"

O objetivo principal do Regulamento (CECA, CEE, Euratom) n.o 2615/76 do Conselho é alterar o Regime aplicável aos outros agentes das Comunidades Europeias, a fim de introduzir certas alterações que permitam uma aplicação mais adequada das disposições ao pessoal remunerado por verbas de investigação e de investimento. Estas alterações visam adaptar o regime aos agentes contratados para ocupar lugares permanentes a título temporário, financiados por verbas de investigação e de investimento. O regulamento também estabelece regras claras para a admissão, duração dos contratos e condições de pensão destes agentes. Além disso, revoga algumas disposições e introduz novas disposições transitórias. "
Question: Que percentagem dos pedidos de certificados de exportação com fixação antecipada de reembolso para o sector vitivinícola apresentados entre 21 e 27 de setembro de 2005 será satisfeita?,pt,"

Answer: 61,95% dos pedidos."
"Qual é o objetivo do Regulamento (CE) n.o 2324/2002 da Comissão, e em que se baseia?",pt,"
O objetivo do Regulamento (CE) n.o 2324/2002 é estabelecer os valores forfetários de importação para a determinação do preço de entrada de certos frutos e produtos hortícolas na União Europeia. Baseia-se no Regulamento (CE) n.o 3223/94, que estabelece regras de execução do regime de importação dos frutos e produtos hortícolas, atualizado pelo Regulamento (CE) n.o 1947/2002."
Qual é o objetivo da decisão da Comissão de 14 de dezembro de 1987?,pt,"

O objetivo desta decisão é alterar duas decisões anteriores da Comissão, a Decisão 84/73/CEE e a Decisão 86/39/CEE, que criam ações-piloto na ilha de Lesbos e na circunscrição administrativa de Grevena, respectivamente, para a execução de programas integrados mediterrânicos. Especificamente, ela estende o prazo de execução de certas operações específicas nestas ações-piloto de um para dois anos."
P: Qual é o objetivo do Regulamento (CE) n.o 2042/2001 da Comissão?,pt,"
R: O objetivo do Regulamento (CE) n.o 2042/2001 é prorrogar a exceção que permite que os azeites virgens das subposições 1509 10 10 e 1509 10 90 originários de Marrocos tenham um teor máximo de ácido linolénico de 1,0% até as campanhas de comercialização de 2002/2003, em vez do limite habitual de 0,9%. Esta alteração visa dar tempo para reexaminar as características e métodos de análise dos azeites, em preparação para a aplicação das novas denominações e definições estabelecidas no Regulamento n.o 136/66/CEE, que entraria em vigor em novembro de 2003."
Quais os auxílios estatais concedidos à Enirisorse SpA que a Comissão considera ilegais e incompatíveis com o mercado comum e porquê?,pt,"

Os auxílios estatais concedidos sob a forma de recapitalizações no valor de 133 mil milhões de liras, que foram utilizados para cobrir prejuízos e custos de liquidação não especificados da Enirisorse, são considerados ilegais e incompatíveis com o mercado comum uma vez que não foram notificados à Comissão antes da sua concessão, conforme exigido pelo artigo 93 do Tratado que institui a Comunidade Europeia. Além disso, estes auxílios não podem ser considerados como uma exceção ao abrigo do artigo 92 do Tratado, pois não se destinam a promover o desenvolvimento económico de regiões economicamente débeis, nem são destinados à reestruturação de empresas em dificuldade, uma vez que a sua atividade será cessada até ao final de 1998."
Question: Quais os regulamentos referidos no considerando que determinam as condições de concessão de restituições especiais à exportação de carne de bovino e para quais destinos?,pt,"
Answer: Os Regulamentos (CEE) n.o 32/82, (CEE) n.o 1964/82, (CEE) n.o 2388/84, (CEE) n.o 2973/79 e (CE) n.o 2051/96 determinam as condições de concessão de restituições especiais à exportação e aplicam-se a destinos específicos, como a Coreia do Sul, os países da Associação Europeia de Livre Comércio (AELC), os países da Associação dos Estados do Caribe (CARIFORUM) e o Kuwait."
Qual é a data que substitui a data de 1 de Maio de 2002 no n.º 2 do artigo 26.º do Regulamento (CE) n.º 2799/1999?,pt,"
1 de Junho de 2002."
"Question: Qual é a redução máxima do direito de importação de sorgo para Espanha, conforme fixado pelo Regulamento da Comissão n.o 1453/2003, e qual é a quantidade máxima global a que se aplica?",pt,"

Answer: De acordo com o Regulamento n.o 1453/2003, a redução máxima do direito de importação de sorgo para Espanha é de 18,75 EUR/tonelada, e aplica-se a uma quantidade máxima global de 7.000 toneladas."
"What is the ruling on the admissibility of the evidence obtained through the search of the defendant's property on June 12th, 2023?",pt,"

Answer: The evidence is inadmissible due to the illegal search conducted without a valid search warrant, in violation of the defendant's Fourth Amendment rights"
"Question: Quem foi nomeado Chefe da Missão de Polícia da União Europeia em Kinshasa (RDC), em dezembro de 2004?",pt,"

Answer: Adílio CUSTÓDIO foi nomeado Chefe da Missão de Polícia da União Europeia em Kinshasa (RDC) em dezembro de 2004."
Qual é o objetivo do Regulamento (CE) n.o 295/2007 da Comissão?,pt,"
Estabelecer valores forfetários de importação para determinar o preço de entrada de certos frutos e produtos hortícolas de países terceiros na Comunidade Europeia."
"Porque é que a transportadora aérea A Jet Aviation (anteriormente conhecida como Helios Airways) não foi incluída na lista do anexo A, apesar das sérias deficiências de segurança nas suas operações?",pt,"
Porque uma inspecção realizada pela Agência Europeia para a Segurança da Aviação identificou graves deficiências de segurança, e porque as autoridades da aviação civil de Chipre responsáveis pela fiscalização desta transportadora forneceram provas da adopção de medidas correctivas provisórias. No entanto, a sua situação será objecto de um apertado acompanhamento nos meses seguintes."
"Qual é o prazo que a Comissão tem para examinar, discutir e adoptar os seus pareceres após a recepção de uma comunicação de um projecto de investimento?",pt,"

A Comissão dispõe de dois meses a contar da data de recepção de uma comunicação completa para examinar, discutir e adoptar os seus pareceres."
Qual é o objetivo do Regulamento (CE) nº 2072/98 do Conselho?,pt,"
O Regulamento (CE) nº 2072/98 altera o Regulamento (CE) nº 3072/95 que estabelece a organização comum de mercado do arroz, no que diz respeito à aplicação do regime de pagamentos compensatórios. Em particular, o regulamento altera o artigo 6º do Regulamento (CE) nº 3072/95 para permitir que a Grécia tenha duas superfícies de base para o cálculo dos pagamentos compensatórios, sem diferenciação no montante do pagamento. Isto visa manter as superfícies de cultivo de arroz em regiões onde não há alternativas reais de cultivo, em linha com os objetivos do regime de apoio."
Qual é o objetivo da decisão da Comissão de 15 de dezembro de 1988 relativa à manutenção das importações de animais e de carnes frescas provenientes de determinados países terceiros?,pt,"

O objetivo desta decisão é manter as importações de animais vivos e de carnes frescas de certos países terceiros, desde que esses países cumpram os requisitos de garantia e controle estipulados pela União Europeia em relação ao uso de substâncias hormonais e de seus resíduos nestes produtos. A decisão confirma a equivalência das garantias apresentadas por esses países terceiros às normas da UE e garante que as importações podem continuar sob determinadas condições"
Question: Quais são os anexos do Regulamento (CEE) nº 3030/93 do Conselho que são substituídos por este regulamento e quantos são ao total?,pt,"

Answer: Os anexos I, II, III, IV, V, VI, VII, VIII e IX do Regulamento (CEE) nº 3030/93 do Conselho são substituídos por este regulamento, num total de 9 anexos."
Qual é a quantidade máxima de cabeças de bovinos vivos com peso entre 80 e 300 kg que podem ser importados da Bulgária ou da Roménia entre 1 de Abril e 30 de Junho de 2005 ao abrigo do Regulamento (CE) n.o 1204/2004?,pt,"

A quantidade máxima é de 14 400 cabeças."
"What is the legal definition of ""none""?",pt,"

Answer: ""None"" in a legal context typically implies the absence or non-existence of something. For instance, if a law states that ""none of the provisions in this Act shall be deemed to confer any rights,"" it means that the provisions within that Act do not bestow any legal rights upon individuals or entities. "
Question: Quais as quantidades de leite desnatado por quilograma de manteiga e por vaca criada para as quais é concedida uma ajuda após a alteração do Regulamento (CEE) nº 1105/68?,pt,"

Answer: Após a alteração, as quantidades de leite desnatado são de 22 kg por quilograma de manteiga e 3.300 kg por vaca criada."
"Qual é o preço de compra das couves-flor para o período de 1 a 30 de junho de 1987, ao abrigo do Regulamento (CEE) nº 1503/87?",pt,"
10,82 ECUs/100 kg peso líquido."
"Qual é o montante total das despesas do exercício de 1990 que não foram reconhecidas pela Comissão e que deve ser suportado pelos Estados-membros Espanha, Grécia e Itália?",pt,"
3.045.596.251."
Question: Qual é o objetivo do Regulamento (CEE) nº 1721/90 da Comissão?,pt,"

Answer: O objetivo do Regulamento (CEE) nº 1721/90 da Comissão é alterar a lista anexa ao Regulamento (CEE) nº 55/87, que autoriza navios com mais de 8 metros de comprimento a utilizar redes de arrasto de vara em determinadas áreas da Comunidade. Especificamente, substitui um navio na lista que já não cumpre os requisitos pertinentes. "
Question: Qual é o preço mínimo de venda do leite em pó desnatado no 98º concurso especial referido no Regulamento (CE) n.º 2799/1999 e quando entra em vigor este preço?,pt,"

Answer: O preço mínimo de venda é de 191,38 EUR/100 kg e entra em vigor em 18 de Fevereiro de 2006."
Qual é o objetivo principal do Regulamento (CE) Nº 3295/94 do Conselho?,pt,"

O objetivo principal do Regulamento é proibir a introdução em livre prática, a exportação, a reexportação e a colocação sob um regime suspensivo de mercadorias de contrafacção ou piratas, a fim de proteger os fabricantes e comerciantes legais, bem como os titulares de direitos de propriedade intelectual, e evitar o engodo dos consumidores. Ele estabelece um procedimento para a intervenção das autoridades aduaneiras em relação a essas mercadorias e define medidas a serem tomadas quando elas são reconhecidas como contrafacção ou piratas. O Regulamento visa combater eficazmente o comércio ilegal de mercadorias de contrafacção e piratas, sem impedir o comércio legítimo."
Qual é o objetivo do Regulamento (CEE) nº 219/92 do Conselho?,pt,"
O Regulamento (CEE) nº 219/92 do Conselho revoga o Regulamento (CEE) nº 3302/86, que suspendeu as importações de moedas de ouro da África do Sul, devido às ações do governo sul-africano para abolir o apartheid e à melhoria da situação no país. Isso encoraja ainda mais a evolução política atual, tornando as medidas anteriores menos rígidas e permitindo a revogação do Regulamento (CEE) nº 3302/86. "
"Question: Quais são as restituições aplicáveis aos produtos dos sectores dos cereais e do arroz entregues no âmbito de acções comunitárias e nacionais de ajuda alimentar, fixadas pelo Regulamento (CE) n.o 1394/2004?",pt,"

Answer: As restituições aplicáveis aos produtos dos sectores dos cereais e do arroz são fixadas no anexo do Regulamento (CE) n.º 1394/2004. Para os produtos do sector dos cereais, a restituição é de 9,99 euros/tonelada e, para o arroz, é de 18,00 euros/tonelada."
Qual é a data-limite para os Estados-membros implementarem as disposições da directiva relativas às alterações na rotulagem das sementes e propágulos?,pt,"

O mais tardar em 1 de Julho de 1979."
Quais são as fronteiras elegíveis para os projetos de cooperação transfronteiriça no âmbito do programa Phare?,pt,"

As fronteiras elegíveis para os projetos de cooperação transfronteiriça no âmbito do programa Phare são as fronteiras entre os países da Europa Central e Oriental e a Comunidade, bem como as fronteiras entre os países candidatos, incluindo Bulgária, Eslováquia, Eslovénia, Estónia, Hungria, Letónia, Lituânia, Polónia, República Checa e Roménia. "
Qual é a decisão tomada pelo Conselho das Comunidades Europeias em 7 de junho de 1988 em relação à Convenção Internacional para a Simplificação e Harmonização dos Regimes Aduaneiros?,pt,"

O Conselho decidiu aceitar o Anexo B.2 da Convenção Internacional para a Simplificação e Harmonização dos Regimes Aduaneiros, relativo à franquia dos direitos e taxas de importação de mercadorias declaradas para introdução no consumo, em nome da Comunidade, com algumas reservas específicas para ter em conta as exigências da união aduaneira e a situação da harmonização legislativa aduaneira na Comunidade. "
Question: Qual é o propósito do Regulamento (CE) n.o 2519/2001 da Comissão e como altera as restituições à exportação para os produtos do sector do açúcar?,pt,"

Answer: O Regulamento (CE) n.o 2519/2001 da Comissão altera as restituições à exportação para os xaropes e outros produtos do sector do açúcar. As restituições atualizadas são determinadas com base nos dados de que a Comissão dispõe e refletem as alterações introduzidas pelo Regulamento (CE) n.o 2341/2001 da Comissão. Este regulamento entra em vigor em 21 de dezembro de 2001 e é vinculativo e diretamente aplicável em todos os Estados-Membros."
Question: Qual é o objetivo do Regulamento (CEE) n ° 2464/87 do Conselho?,pt,"

Answer: O Regulamento (CEE) n ° 2464/87 do Conselho visa aplicar a Decisão n ° 1/87 do Comité Misto CEE-Suíça, que altera os montantes expressos em ECUs no artigo 8 ° do Protocolo n ° 3 relativo à definição da noção de produtos originários e aos métodos de cooperação administrativa. Este regulamento é um resultado do Acordo entre a Comunidade Económica Europeia e a Confederação Suíça e é obrigatório e diretamente aplicável em todos os Estados-membros da CEE."
Qual é o objetivo da Directiva 2005/87/CE?,pt,"

A Directiva 2005/87/CE altera o anexo I da Directiva 2002/32/CE no que diz respeito aos limites máximos de chumbo, flúor e cádmio em produtos destinados à alimentação animal, a fim de garantir que estes produtos não representem um perigo para a saúde humana ou animal e não afectem negativamente a produção pecuária. Estabelece limites máximos específicos para diferentes categorias de alimentos para animais, incluindo forragens verdes, aditivos e pré-misturas, e introduz um procedimento de extracção específico para a determinação do teor de flúor."
Qual é o objetivo da Directiva 2006/53/CE da Comissão?,pt,"

O objetivo da Directiva 2006/53/CE é alterar a Directiva 90/642/CEE do Conselho para atualizar os limites máximos de resíduos de certos pesticidas em produtos hortícolas e frutas. A diretiva altera os limites máximos de resíduos para o óxido de fenebutaestanho, fenehexamida, ciazofamida, linurão, triadimefão/triadimenol, pimetrozina e piraclostrobina, a fim de refletir novas informações sobre suas utilizações e garantir a segurança dos consumidores. A diretiva também estabelece um período de quatro anos para que os Estados-membros adotem limites máximos de resíduos provisórios para algumas dessas substâncias. "
Qual é o resultado da decisão da Comissão em relação às medidas tomadas pela Itália em relação à Pertusola Sud?,pt,"
A decisão da Comissão é encerrar o procedimento formal de investigação iniciado em 13 de fevereiro de 2001, uma vez que todas as eventuais distorções da concorrência foram eliminadas após a cessação das atividades e o subsequente desmantelamento das instalações da Pertusola Sud. No entanto, a Itália é obrigada a apresentar relatórios semestrais à Comissão até que o desmantelamento das instalações da Pertusola Sud SpA seja concluído"
Qual é a data limite para a entrega dos vinhos referidos nos contratos celebrados em Portugal no âmbito da destilação prevista no artigo 1.o do Regulamento (CE) n.o 378/2002?,pt,"
31 de Julho de 2002."
"Qual é o montante da ajuda à utilização na vinificação de mostos de uvas concentrados e concentrados rectificados, referidos no nº 1 do artigo 45º do Regulamento (CEE) nº 822/87?",pt,"

O montante da ajuda à utilização na vinificação de mostos de uvas concentrados e concentrados rectificados é fixado em 1,968 EUR/hl para mosto de uvas concentrado e em 2,624 EUR/hl para mosto de uvas concentrado rectificado. Este montante é diferenciado consoante o produto utilizado para o enriquecimento e consta dos anexos V, VI e VII do regulamento."
"Qual é o valor máximo que o limiar estatístico pode ter, de acordo com o artigo 24.º do Regulamento (CEE) n.º 1736/75, após a alteração introduzida pelo Regulamento (CEE) n.º 2845/77?",pt,"

300 unidades de conta europeias."
"Qual é o montante de base para a restituição da exportação de sorbose tal qual, previsto no Regulamento da Comissão n.o 1555/2002?",pt,"

O montante de base para a restituição da exportação de sorbose tal qual é o montante de base da restituição, diminuído do centésimo da restituição à produção válida para os produtos enumerados no Regulamento (CE) n.o 1265/2001, para os produtos enumerados no anexo deste último regulamento."
"Qual é o montante das restituições à exportação para o açúcar branco e o açúcar em bruto não desnaturados, exportados tal qual, conforme fixado neste regulamento?",pt,"

O montante das restituições à exportação para o açúcar branco e o açúcar em bruto não desnaturados, exportados tal qual, é fixado nos seguintes valores: EUR 41,98/100 kg para o açúcar branco e EUR 27,08/100 kg para o açúcar em bruto. "
"Poderá o Reino Unido continuar a aplicar a disposição legislativa que torna a sociedade beneficiária de uma transmissão de ativos devedora do IVA, como medida de luta contra a evasão fiscal, até 31 de março de 1990?",pt,".

Sim."
"Perante o Regulamento (CE) Nº 95/96, qual é o efeito das ações comunitárias de ajuda alimentar no que diz respeito às imposições de exportação no sector dos cereais em caso de perturbação no mercado?",pt,"

As exportações levadas a cabo no âmbito de ações comunitárias de ajuda alimentar estão isentas de imposições de exportação, desde que os operadores interessados apresentem provas da sua qualidade de exportadores nestas operações."
Question: Quais os produtos que beneficiam das restituições à exportação previstas no artigo 164.o do Regulamento (CE) n.o 1234/2007 e quais os respetivos montantes?,pt,"

Answer: Os produtos enumerados no anexo do Regulamento (UE) n.o 62/2010 da Comissão beneficiam das restituições à exportação previstas no artigo 164.o do Regulamento (CE) n.o 1234/2007. O montante das restituições à exportação para estes produtos varia entre 3 e 19 euros por 100 kg."
What is the maximum interest rate that can be charged on a loan in Canada under the Criminal Code?,pt," 

Answer: 60% per year. This is calculated based on the amount advanced and any subsequent renewals or extensions of the loan. "
Qual é o objetivo do Regulamento (CE) n.o 276/2009 da Comissão?,pt,"
O Regulamento (CE) n.o 276/2009 da Comissão estabelece valores forfetários de importação para determinar o preço de entrada de certos frutos e produtos hortícolas de países terceiros na União Europeia. Estes valores são usados no sector das frutas e produtos hortícolas e são aplicados a partir de 4 de abril de 2009"
"Qual é o nível dos limiares de intervenção para laranjas, tangerinas, satsumas e clementinas para a campanha de 1994/1995 fixada neste regulamento?",pt,"

O nível dos limiares de intervenção para a campanha de 1994/1995 é fixado em 10% da média da produção, destinada ao consumo no estado fresco, das cinco últimas campanhas em que há dados disponíveis. Para as laranjas, este valor é aumentado de uma quantidade igual à média das quantidades de laranjas em relação às quais uma compensação financeira foi paga durante as campanhas de 1984/1985 a 1988/1989. Para as tangerinas, satsumas e clementinas, o limiar é aumentado de uma quantidade igual à média das quantidades destes frutos em relação às quais foi paga uma compensação financeira durante as campanhas de 1989/1990 a 1991/1992."
P: Qual é o objetivo do Regulamento (CEE) n.º 1421/78 do Conselho?,pt,"
R: O objetivo do Regulamento é alterar o Regulamento (CEE) n.º 804/68 que estabelece a organização comum de mercado no sector do leite e dos produtos lácteos, prevendo a possibilidade de os Estados-Membros concederem direitos exclusivos a certas organizações que representem um grande número de produtores de leite, desde que sejam cumpridos certos requisitos. Estos direitos visam orientar a quantidade predominante de leite para o consumo humano directo e assegurar um nível de vida equitativo à população agrícola, reduzindo o recurso às medidas de intervenção da Comunidade."
Qual é o objetivo principal do Regulamento (CEE) nº 3886/86 da Comissão?,pt,"
O objetivo principal do Regulamento (CEE) nº 3886/86 da Comissão é alterar o Regulamento (CEE) nº 1119/79, removendo a referência ao milho híbrido destinado à sementeira do artigo 1º deste último Regulamento. Esta alteração é feita para ter em conta a alteração recente do Regulamento (CEE) nº 2811/86 da Comissão, que submeteu o sorgo híbrido destinado à sementeira ao regime dos certificados de importação. Desta forma, o Regulamento (CEE) nº 3886/86 garante a coerência na regulamentação do sector das sementes, atualizando as disposições relativas aos produtos sujeitos a certificados de importação. "
Qual é a quantidade de carne de aves de capoeira dos EUA para a qual não foram apresentados pedidos de certificados de importação e que será acrescentada ao contingente do primeiro trimestre de 2009?,pt,"
8 332 500 kg."
Qual é o montante do direito anti-dumping provisório imposto sobre as importações de permanganato de potássio originárias da URSS?,pt,"

O montante do direito anti-dumping provisório é igual à quantidade em que o preço por quilograma líquido, franco na fronteira da CE, não desalfandegado, é inferior a 2,15 ECU."
Qual é o objetivo da Decisão da Comissão de 27 de Outubro de 2000?,pt,"

O objetivo desta decisão é alterar as Decisões 1999/466/CE e 1999/467/CE da Comissão, que concedem o estatuto de rebanhos bovinos oficialmente imunes à brucelose e à tuberculose em certos Estados-Membros e regiões dos Estados-Membros, respetivamente. A decisão remove a limitação temporal desses estatutos e atualiza-os para refletir a legislação comunitária em vigor relativa à identificação dos bovinos. Isto concede o estatuto sem data de expiração a estas regiões e Estados-Membros, desde que cumpram os requisitos de identificação dos bovinos."
Question: Quais são os artigos do Regulamento que tratam dos prazos para retirada dos produtos das existências de intervenção que são derrogados por este Regulamento e por quê?,pt,"

Answer: O Artigo 2o deste Regulamento derroga ao artigo 3o do Regulamento (CEE) n.o 3149/92, que estabelece os prazos para a retirada dos produtos das existências de intervenção. Especificamente, o primeiro período e o quarto período do segundo parágrafo do Artigo 3o, que tratam dos prazos, não se aplicam às quantidades suplementares de cereais e açúcar atribuídas neste Regulamento. O motivo da derrogação é que essas quantidades suplementares estão a ser atribuídas após o período de execução habitual."
"Quais são as taxas do direito definitivo aplicadas aos grandes condensadores eléctricos, electrolíticos de alumínio originários do Japão, e que empresas são abrangidas por estas taxas?",pt,"

As taxas do direito definitivo são de 35,8% para a Elna Co. Ltd., 11,6% para a Nippon Chemi-con Corporation e 30,1% para a Rubycon Corporation. Estas taxas aplicam-se a todas as importações destes grandes condensadores eléctricos originários do Japão, excepto os da Sanyo Electric Co. Ltd, que tem uma taxa de 34,3%, e os da Panasonic Corporation, que ficam isentos de direitos anti-dumping."
Question: Qual é o preço representativo de mercado e o preço-limiar do azeite para a campanha de comercialização de 1988/1989 fixados pelo Regulamento (CEE) nº 3285/88?,pt,"

Answer: O preço representativo de mercado é de 190,61 ECUs e o preço-limiar é de 189,43 ECUs, ambos por 100 quilogramas."
Qual é o objetivo principal do Regulamento (CE) nº 686/96 do Conselho?,pt,"

O objetivo principal do Regulamento (CE) nº 686/96 do Conselho é incluir o Turquemenistão na lista de países que podem beneficiar do fornecimento gratuito de produtos agrícolas previstos no Regulamento (CE) nº 1975/95. Esta alteração visa responder ao agravamento da situação de défice alimentar naquele país e garantir o fornecimento de produtos agrícolas à população turcomena. "
Qual é o objetivo do Regulamento (CEE) nº 3790/91?,pt,"
O Regulamento (CEE) nº 3790/91 estabelece limites quantitativos provisórios para a importação de certos produtos têxteis originários da Coreia do Sul para a Alemanha, o Benelux, o Reino Unido, a Irlanda, a Dinamarca, a Grécia, a Espanha e Portugal. Estes limites são aplicados de 11 de novembro de 1991 a 10 de fevereiro de 1992, a fim de controlar o excedente de importações destes produtos na Comunidade e garantir o cumprimento do acordo comercial de produtos têxteis entre a Coreia do Sul e a Comunidade Europeia."
Question: Quais são as alterações introduzidas pelo Regulamento (CEE) n.º 1325/86 ao Regulamento (CEE) n.º 3143/85 em relação à venda de manteiga de intervenção a preço reduzido destinada ao consumo directo sob a forma de manteiga concentrada?,pt,"

Answer: O Regulamento (CEE) n.º 1325/86 altera o Regulamento (CEE) n.º 3143/85 de várias maneiras para tornar o regime de venda de manteiga de intervenção a preço reduzido mais flexível. Permite que toda a manteiga concentrada seja embalada para venda num estabelecimento diferente do indicado no contrato, desde que seja acordado com a entidade competente. O prazo para a transformação e embalagem da manteiga é prorrogado até 1 de Setembro de 1986 para contratos celebrados antes de 1 de Maio de 1986. O conteúdo líquido máximo das embalagens de manteiga concentrada é aumentado de 3 para 10 quilogramas. Para manteiga concentrada com um teor mínimo de matéria gorda butírica de 99,8%, o aumento de volume resultante do tratamento é limitado a 20% do volume da manteiga concentrada antes do tratamento. Além disso, o requisito de embalagem ""hermeticamente fechada"" é relaxado para ""embalagens fechadas""."
Question: Qual é o objetivo principal do Regulamento (CEE) n.o 3635/91 da Comissão?,pt,"
Answer: O objetivo principal do Regulamento (CEE) n.o 3635/91 é alterar o Regulamento (CEE) n.o 643/86, a fim de atualizar os limites indicativos para os produtos da floricultura importados em Portugal no ano de 1992, ensuring uma abertura harmoniosa e gradual do mercado português. These changes aim to reflect as correntes de trocas comerciais tradicionais e proporcionar uma distribuição sazonal mais adequada para alguns produtos."
